SightingFID,Date,SurveyNum,Sighting,SurveyType,Effort,StartTime,EndTime,StartLat,StartLon,HumanInteraction,SightingGroup,SightingNotes,#Boats,#Lines,#CrabPots,Categories Defined?
43948,10-Feb-14,7693,23,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:13,10:32,27.24495,-82.53831,0,"TCTV,TCT1","Very evasive. Boats-2, Lines-2, Crab pots-4",2,2,4,0
43949,10-Feb-14,7693,24,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:53,10:59,27.18034,-82.50075,0,"FB44,F254,TKID,NIGT,F167,JETY,PRST,MLVN,AMTS,1674","Boats-0, Lines-0, Crab pots-22",0,0,22,0
43950,10-Feb-14,7693,25,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:39,11:46,27.11152,-82.4702,0,WLET,"Animal briefly chased a fish right along beach within 10m of fishermen. Didn't appear to be targeting fisherman's lines. Boats-0, Lines-1, Crab pots-0",0,1,0,1
43951,10-Feb-14,7693,26,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:38,13:49,27.22435,-82.50882,0,"FB25,C258","Boats-2 (kayaks), Lines-1, Crab pots-0",2,1,0,1
43952,10-Feb-14,7693,27,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:47,14:54,27.30429,-82.54748,L,"F153,FB15","Parasail boat stopped and then changed direction upon seeing dolphins. Approached within 5m or less and then plowed over dolphins to induce bow riding and they succeeded. Boats-1, Lines-0, Crab pots-999.",1,0,-999,1
43953,10-Feb-14,7693,28,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:03,15:14,27.29764,-82.56178,0,"FB44,F155,F254,F207,F211,1556","F167 and calf? Boats-2, Lines-3, Crab pots-0.",2,3,0,0
43954,10-Feb-14,7693,29,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:40,15:49,27.33051,-82.5574,0,FB78,"Boats-6, Lines-0, Crab pots-1",6,0,1,0
43955,10-Feb-14,7694,41,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),8:53,8:57,27.37902,-82.56744,0,"FB65,C655","Boats-2, Lines-3, Crab pots-0",2,3,0,0
43956,10-Feb-14,7694,42,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:34,9:40,27.44457,-82.67065,0,"FB33,C330","Boats-2, Lines-1, Crab pots-33.",2,1,33,0
43957,10-Feb-14,7694,43,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:17,10:41,27.47427,-82.66837,0,"FB54,FB07,F146,F123,F133,F135,F215,F173,F197,F187,F250,F229,F282,F278,F233,F274,C548,F245,F243,1231,2152","SG1: F233, F274 (resting). SG2: F133, F197. SG3: 1331, C548, 1971, F250, F229, FB54, F123, 1231. SG4: F278, FB07. SG5: F173, F146, F282, F187, F135. SG6: F215, 2152. Calves in SG3 heavily socializing. C548 has shark bite scar. Boats-0, Lines-1, Crab pots-",0,1,0,0
43958,10-Feb-14,7694,44,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:43,11:45,27.47981,-82.69307,0,"F237,F276,F148,F146,F142,F228,F135,F222,F239","Boats-1, Lines-0, Crab pots-0",1,0,0,0
43959,10-Feb-14,7694,45,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:16,13:45,27.45291,-82.68479,L,"F159,F148,F146,F228,F133,F232,F173,F222,F197,F187,F245,F243,1593","Large group split after moving out under Longboat Bridge. Probably not complete photo coverage. Boats- 31 (3 kayaks), Lines-10, Crab pots-6",31,10,6,1
43960,10-Feb-14,7694,46,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:24,15:27,27.34246,-82.5925,0,F213,"F213 feeding in very shallow water. No boats, lines or crab pots.",0,0,0,0
43961,10-Feb-14,7694,47,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:57,15:59,27.33064,-82.57622,0,"F199,1992","Boats-4, Lines-2, Crab pots-11",4,2,11,0
43962,10-Feb-14,7695,61,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:08,9:42,27.33818,-82.6023,0,"F114,F138,F109,PRF2,1092,SGL1,EGPT,DUST","Prob feeding, pinwheeling, chasing fish right next to beach (1092). Very widely scattered dolphins, probably incomplete photo coverage. Boats-0, Lines-0, Crab pots-27",0,0,27,0
43963,10-Feb-14,7695,62,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:52,10:00,27.36407,-82.62662,0,"F175,F125,F272,1253,F247","Boats and Lines-0, Crab pots-6",0,0,6,0
43964,10-Feb-14,7695,63,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:24,10:29,27.42952,-82.68591,0,"FB27,FB92,F128,F284","No boats, lines or crab pots.",0,0,0,0
43965,10-Feb-14,7695,64,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:37,10:45,27.44103,-82.69172,0,"F159,1593","Boats-2, Lines-3, Crap pots-0.",2,3,0,0
43966,10-Feb-14,7695,65,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:53,11:59,27.54831,-82.6504,0,"CMRS,HITS","No boats, lines or crab pots.",0,0,0,0
43967,10-Feb-14,7695,66,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:07,12:16,27.54678,-82.63123,0,F126,"No boats, lines or crab pots.",0,0,0,0
43968,10-Feb-14,7695,67,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:18,13:26,27.50432,-82.58344,0,"F223,2231","No boats, lines or crab pots.",0,0,0,0
43969,10-Feb-14,7695,68,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:08,14:14,27.51293,-82.69144,0,"F165,1651","Boats-3, Lines and crab pots-0",3,0,0,0
43970,10-Feb-14,7695,69,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:12,15:24,27.42531,-82.66145,L,"FB65,F148,F146,F228,F135,F222,F241,C655","SG1: FB65, C655, C654 SG2: F228, F146, F135, F148, F222. L = Boat driving almost ontop of SG2 to take pictures. Did not back off even after we talked to them. Boats-1, Lines-0, Crab pots-6",1,0,6,0
43971,18-Feb-14,7696,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:56,10:14,27.41899,-82.63911,0,"F113,1134","1 boat, 1 line, 0 crabpots.",1,1,0,0
43972,18-Feb-14,7696,22,Photo-id (Pop Mon),Photo-id (Pop Mon),10:28,10:33,27.43777,-82.67295,0,F227,"0 boats, 0 lines, 2 crabpots.",0,0,2,0
43973,18-Feb-14,7696,23,Photo-id (Pop Mon),Photo-id (Pop Mon),10:48,11:05,27.44271,-82.68681,"L,I","FB92,F128,F138,F109,F207,F266,1092","Two kayaks following dolphins, attempting to attract. Sitting on top of dolphins trying to feed under bridge (video taken). 1092 acting like a calf for most of sighting. F266 tailslapped. 5 boats, 4 lines, unk crabpots. 1092 started sighting with F207 and",5,4,-999,1
43974,18-Feb-14,7696,24,Photo-id (Pop Mon),Photo-id (Pop Mon),12:33,12:34,27.47155,-82.69257,0,"F233,F274","Swam within 10 ft of rental boat with one line, no interaction. 2 boats, 1 lines, 1 crabpots.",2,1,1,1
43975,18-Feb-14,7696,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:47,12:59,27.47805,-82.68055,0,"F123,1231","1231 chuffed. 1231 milling as F123 was feeding. 0 boats, 0 lines, 1 crabpot.",0,0,1,0
43976,18-Feb-14,7696,26,Photo-id (Pop Mon),Photo-id (Pop Mon),14:09,14:14,27.44373,-82.67796,A,F227,"Patrollng. Other = HI. 7 boats, 4 lines, 4 crabpots. F227 stalking rec fishing boat as it reeled in sheepshead, which they did not release.",7,4,4,1
43977,18-Feb-14,7696,27,Photo-id (Pop Mon),Photo-id (Pop Mon),14:40,14:59,27.37807,-82.60701,0,"F237,F182,C834,F276,F142,F196,F125,F268,MTBG,F239,1253","SG1: F125, 1253, F268, F142, F196, F276, HAWK, HWK4. SG2: C834, F182, MTBG. 0 boats, lines, crabpots.",0,0,0,0
43978,18-Feb-14,7696,28,Photo-id (Pop Mon),Photo-id (Pop Mon),15:04,15:29,27.37651,-82.60641,0,"FB20,F258,WENT","0 boats, lines, crabpots.",0,0,0,0
43979,18-Feb-14,7696,29,Photo-id (Pop Mon),Photo-id (Pop Mon),15:32,15:41,27.38309,-82.60817,0,"FB02,F236,F171","0 boats, lines, crabpots.",0,0,0,0
43980,18-Feb-14,7696,30,Photo-id (Pop Mon),Photo-id (Pop Mon),15:57,16:03,27.35728,-82.58877,0,"LIZ1,DAB1,WRTH","0 boats, lines, crabpots.",0,0,0,0
43981,18-Feb-14,7696,31,Photo-id (Pop Mon),Photo-id (Pop Mon),16:13,16:26,27.33573,-82.56746,0,1315,"Strong exhales, almost chuff like. 1 boat (Ski-A-Rees), 0 lines, 0 crabpots.",1,0,0,1
43982,18-Feb-14,7696,32,Photo-id (Pop Mon),Photo-id (Pop Mon),16:37,16:52,27.33086,-82.57587,0,"FB11,FB79,C798,C114","2 boats (1 kayak), 0 lines, 0 crabpots.",2,0,0,1
43983,03-Mar-14,7697,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:14,9:22,27.33088,-82.57572,0,"F131,1317","Calf with boat. 1 boat, 0 lines, 5 crabpots.",1,0,5,0
43984,03-Mar-14,7697,22,Photo-id (Pop Mon),Photo-id (Pop Mon),9:51,10:16,27.33232,-82.59692,0,"FB87,F114,IKN2,F125,F238,F234,C874,1253","F114 and F238 flanking F125 and 1253. Briefly F114 belly up underneath F238. 0 boat, 0 lines, 35 crabpots.",0,0,35,0
43985,03-Mar-14,7697,23,Photo-id (Pop Mon),Photo-id (Pop Mon),10:25,10:53,27.35618,-82.62473,0,"LTBO,LDVK,GRKL,HDZP,HBGR,TMLT,CL-5420,OCZP,RMBH,NTFY,MSNM,SCDR,CL-5426,SCDT,SKRL,TRRT,TDRM,WSPD","Extremely large, rapidly moving group. Poor photo coverage. Returned inshore to continue survey. At least one very tiny brand new yoy.  0 boats, 0 lines, 32 crabpots.",0,0,32,0
43986,03-Mar-14,7697,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:46,12:13,27.47948,-82.70949,0,"FB10,F219,SPAC,HMLC,ABGL,2194,CL-5398,CL-5399,TRDH,TMJK","3 boats, 0 lines, 14 crabpots.",3,0,14,0
43987,03-Mar-14,7697,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:21,12:36,27.49758,-82.71568,0,"F154,FB28","Initial sighting close to ACE dredger. Ten minute resps on FB28 completed. 3 boats (dredger and 2 tugboats), 0 lines, 3 crabpots.",3,0,3,1
43988,03-Mar-14,7697,26,Photo-id (Pop Mon),Photo-id (Pop Mon),14:08,14:18,27.51815,-82.60865,0,"F223,F225,2253,2231","1 boat, 0 lines, 0 crabpots.",1,0,0,0
43989,03-Mar-14,7697,27,Photo-id (Pop Mon),Photo-id (Pop Mon),16:26,16:44,27.40799,-82.633,0,,"Avoiding boat, lost animals. 5 boats, 0 lines, 3 crabpots.",5,0,3,0
43990,03-Mar-14,7698,41,Photo-id (Pop Mon),Photo-id (Pop Mon),10:43,10:47,27.47783,-82.69277,0,"F123,1231","1 boat, 0 lines, 1 crabpot.",1,0,1,0
43991,03-Mar-14,7698,42,Photo-id (Pop Mon),Photo-id (Pop Mon),11:56,12:15,27.48017,-82.67789,0,"FB54,FB33,FB55,F123,F215,C548,C555,1231,C330,2152","C330 and 1231 socializing. SG1: F123, 1231, FB33, C330, FB54, C548. SG2: FB55 and C555. SG3: F215 and 2152. All calves except C548 socializing together. C330 has notch on leading edge of right fluke. 1 boat, 0 lines, 8 crabpots.",1,0,8,0
43992,03-Mar-14,7698,43,Photo-id (Pop Mon),Photo-id (Pop Mon),12:34,12:36,27.49729,-82.69446,0,"FB27,F178,F188,F284","Lost dolphins when they hopped on large cabin cruisers wake going opposite direction. 7 boats, 2 lines, 0 crabpots.",7,2,0,1
43993,03-Mar-14,7698,44,Photo-id (Pop Mon),Photo-id (Pop Mon),13:30,13:38,27.50148,-82.7061,0,F229,"1 boat, 2 lines, 0 crabpots.",1,2,0,0
43994,03-Mar-14,7698,45,Photo-id (Pop Mon),Photo-id (Pop Mon),13:46,13:48,27.48594,-82.69818,0,"F148,F222","0 boats, lines, crabpots.",0,0,0,0
43995,03-Mar-14,7698,46,Photo-id (Pop Mon),Photo-id (Pop Mon),13:55,14:08,27.47516,-82.69402,0,"FB27,F178,F188,F146,F228,F179,F284","F178 and F188 most closely associated with FB27 and C277. Group is fast travelling, appears to be catching school of fish. 17 boats, 12 lines, 12 crabpots.",17,12,12,0
43996,03-Mar-14,7698,47,Photo-id (Pop Mon),Photo-id (Pop Mon),14:16,14:17,27.45206,-82.68568,0,"FB11,C114","3 boats, 1 line, 10 crabpots.",3,1,10,0
43997,03-Mar-14,7698,48,Photo-id (Pop Mon),Photo-id (Pop Mon),14:22,14:26,27.44423,-82.68696,0,F138,"15 boats, 12 lines, 23 crabpots.",15,12,23,0
43998,03-Mar-14,7698,49,Photo-id (Pop Mon),Photo-id (Pop Mon),14:32,14:53,27.4365,-82.67597,"L,X","FB07,FB92,F128,F138,F238,F272,F278,F280","FB92 and F128 are carrying large fish and breaking them apart at the bottom. Center console and pontoon boat approached dolphins closely. Dark hull fishing boat seen throwing bait into water, not sure if this was attempted provisioning or chumming for fis",12,5,22,1
43999,03-Mar-14,7698,50,Photo-id (Pop Mon),Photo-id (Pop Mon),15:15,15:19,27.39569,-82.62938,0,"F164,F242","1 boat, 0 lines, 0 crabpots.",1,0,0,0
44000,04-Mar-14,7699,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:39,9:46,27.33063,-82.58498,0,"F125,1253","Seawall feeding. Four boats drift fishing, catching mackerel and ladyfish. Dolphins did not interact with fishermen. 4 boats, 7 lines, 0 crabpots. Associated organism: pelican.",4,7,0,1
44001,04-Mar-14,7699,22,Photo-id (Pop Mon),Photo-id (Pop Mon),9:51,10:11,27.33047,-82.58587,0,"F131,F125,F199,F262,1315,F256,1253,1317,1992","1315 is carrying a large flounder. F125, 1253, F256 appear to be trying to bite pieces off of the flounder 1315 is carrying. 1315 is fish tossing flounder. F256 was also trying to take a bite out of the flounder. 9 boats, 6 lines, 0 crabpots.",9,6,0,0
44002,04-Mar-14,7699,23,Photo-id (Pop Mon),Photo-id (Pop Mon),10:29,10:36,27.32203,-82.59669,0,"F248,C835","0 boats, 0 lines, 15 crabpots.",0,0,15,0
44003,04-Mar-14,7699,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:38,11:43,27.51444,-82.7306,L,"HMLC,CTS4,HBM3,PSC5","Four jetskis were harrasing dolphins when we approached and left shortly after we arrived. 4 boats (jetskis), 0 lines, 0 crabpots.",4,0,0,1
44004,04-Mar-14,7699,25,Photo-id (Pop Mon),Photo-id (Pop Mon),13:06,13:17,27.51671,-82.60918,0,LNPF,"4 boats, 0 lines, 0 crabpots.",4,0,0,0
44005,04-Mar-14,7699,26,Photo-id (Pop Mon),Photo-id (Pop Mon),13:46,13:51,27.50791,-82.58933,0,"F176,F225,2253","One of the boats was actively dropping crabpots. 6 boats, 0 lines, 5 crabpots.",6,0,5,1
44006,04-Mar-14,7699,27,Photo-id (Pop Mon),Photo-id (Pop Mon),14:29,14:34,27.49005,-82.69533,0,"FB33,C330","5 boats, 0 lines, 0 crabpots.",5,0,0,0
44007,04-Mar-14,7699,28,Photo-id (Pop Mon),Photo-id (Pop Mon),14:47,15:04,27.47012,-82.69562,0,"F215,F222,2152","F222 is babysitting 2152. Went back and forth underneath bridge several times. Other = babysitting. 15 boats, 1 line, 15 crabpots.",15,1,15,0
44008,04-Mar-14,7699,29,Photo-id (Pop Mon),Photo-id (Pop Mon),15:09,15:10,27.46182,-82.68874,0,F233,"1 boat, 1 line, 8 crabpots.",1,1,8,0
44009,04-Mar-14,7699,30,Photo-id (Pop Mon),Photo-id (Pop Mon),15:21,15:36,27.43426,-82.67448,L,"FB07,F138,F187,F241,F272,F278,F280","Purse seine boat is working in the area. Appears to be a commercial fisherman. F138, F187, FB07 and F278 swam past the net within 50 m and did not seem to react at all to the net. 15 boats, 1 line, 9 crabpots.",15,1,9,1
44010,04-Mar-14,7699,31,Photo-id (Pop Mon),Photo-id (Pop Mon),15:41,15:47,27.43631,-82.67427,A,"FB11,FB92,C114","Purse seine in area, FB92 is going toward purse seine. FB11 and C114 are also waiting near purse seine boat. Other = C114 spyhopping and patrolling. 7 boats, 0 lines, 7 crabpots.",7,0,7,1
44011,05-Mar-14,7700,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:17,9:21,27.33779,-82.57549,0,F238,"1 boat, 0 lines, 0 crabpots.",1,0,0,0
44012,05-Mar-14,7700,22,Photo-id (Pop Mon),Photo-id (Pop Mon),9:46,9:56,27.27195,-82.57909,0,"NEWT,BNST,CHAV,BNS1","0 lines, 0 boats, 9 crabpots.",0,0,9,0
44013,05-Mar-14,7700,23,Photo-id (Pop Mon),Photo-id (Pop Mon),10:05,10:13,27.26472,-82.57343,0,"HVMS,LLLN","0 boats, 0 lines, 6 crabpots.",0,0,6,0
44014,05-Mar-14,7700,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:06,11:37,27.09214,-82.46788,0,"DADA,HAAK,BNDS,PMTI,J001,DAD2","0 boats, 0 lines, 14 crabpots.",0,0,14,0
44015,05-Mar-14,7700,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:17,12:19,27.11431,-82.46407,0,FB35,"2 boats, 2 lines, 0 crabpots.",2,2,0,0
44016,05-Mar-14,7700,26,Photo-id (Pop Mon),Photo-id (Pop Mon),13:40,13:50,27.21941,-82.50906,0,F252,"No photos of second dolphin. 8 boats, 0 lines, 8 crabpots.",8,0,8,0
44017,05-Mar-14,7700,27,Photo-id (Pop Mon),Photo-id (Pop Mon),14:26,14:33,27.27229,-82.54274,0,F221,"5 boats, 0 lines, 0 crabpots.",5,0,0,0
44018,05-Mar-14,7700,28,Photo-id (Pop Mon),Photo-id (Pop Mon),14:55,15:00,27.29174,-82.54498,0,,"Lost dolphin in boat traffic, no photos. 12 boats, 3 lines, 0 crabpots.",12,3,0,0
44019,05-Mar-14,7700,29,Photo-id (Pop Mon),Photo-id (Pop Mon),15:09,15:18,27.29389,-82.55294,0,,"0 boats, lines, crabpots.",0,0,0,0
44020,05-Mar-14,7700,30,Photo-id (Pop Mon),Photo-id (Pop Mon),15:32,15:39,27.31004,-82.54664,0,"FB78,F175,1315,F266,F247","1315 and F266 heavily socializing with 1754. 2 boats, 0 lines, 2 crabpots.",2,0,2,0
44021,05-Mar-14,7700,31,Photo-id (Pop Mon),Photo-id (Pop Mon),15:53,15:58,27.30687,-82.55763,0,,"2 boats, 0 lines, 0 crabpots.",2,0,0,0
44022,05-Mar-14,7700,32,Photo-id (Pop Mon),Photo-id (Pop Mon),16:16,16:26,27.31732,-82.56741,0,"F138,F125,1253","1253 is seawall feeding. 0 boats, 0 lines, 1 crabpot.",0,0,1,0
44023,10-Mar-14,7701,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:45,10:01,27.34737,-82.61282,0,"4C4C,MAN1","Pin wheeling and fish whacking. Boats-1, Lines-0, Crab pots-31",1,0,31,0
44024,10-Mar-14,7701,22,Photo-id (Pop Mon),Photo-id (Pop Mon),10:18,10:24,27.38823,-82.64485,0,"FB27,FB92,F128,F284","C277 kerplunked once. Boats-0, Lines-0, Crab pots-8",0,0,8,0
44025,10-Mar-14,7701,23,Photo-id (Pop Mon),Photo-id (Pop Mon),10:41,11:09,27.43165,-82.68826,A,"F133,F232,F246,F227,F250,F241,F233,F245","F232 and F133 patrolling fishermen with one active line. F232 followed for 200m, boat went away. SG1- F133, 1331, F232. SG2-F250, F246, C654, F227 SG3-F233. F233 had fish in mouth. Boats-2, Lines-1, Crab pots-1",2,1,1,0
44026,10-Mar-14,7701,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:48,12:02,27.52791,-82.74403,0,"FB28,FB65,CTS4,C655","FB28 resp taken. SG1-FB28 briefly interacted with other two subgroups. SG2- FB65 and C655 are traveling south. SG3- CTS4 milling. No boats, lines or crab pots.",0,0,0,0
44027,10-Mar-14,7701,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:45,12:52,27.54771,-82.65074,0,"RTM2,RTM3","No boats, No lines, Crab pots-1",0,0,1,0
44028,10-Mar-14,7701,26,Photo-id (Pop Mon),Photo-id (Pop Mon),13:07,13:13,27.54523,-82.61189,0,F235,"Boats-1, no lines or crab pots.",1,0,0,0
44029,10-Mar-14,7701,27,Photo-id (Pop Mon),Photo-id (Pop Mon),13:17,13:22,27.54925,-82.60431,0,"LNCC,CAM1","CAM1 chuffing. Boats-1, Lines-2, Crab pots-0.",1,2,0,0
44030,10-Mar-14,7701,28,Photo-id (Pop Mon),Photo-id (Pop Mon),13:32,13:44,27.56463,-82.58428,0,"F141,F151,F240,JIMM,ULY2,F217,C911,LYFN,1414,1511","Boats-1, Lines-0, Crab pots-3.",1,0,3,0
44031,10-Mar-14,7701,29,Photo-id (Pop Mon),Photo-id (Pop Mon),14:31,14:39,27.50903,-82.61146,0,"BOXR,F190,YANK","No boats, lines or crab pots.",0,0,0,0
44032,10-Mar-14,7701,30,Photo-id (Pop Mon),Photo-id (Pop Mon),14:51,15:01,27.52489,-82.63444,0,"LNPF,F149,ULYS,1496,ULY4","Calves came by to check out Fregata. Boats-1, Lines-0 and Crab pots-0.",1,0,0,0
44033,10-Mar-14,7701,31,Photo-id (Pop Mon),Photo-id (Pop Mon),15:29,15:33,27.51477,-82.69219,0,F250,"Dolphins ~100m north of us. No boats, lines or crab pots.",0,0,0,0
44034,10-Mar-14,7701,32,Photo-id (Pop Mon),Photo-id (Pop Mon),16:12,16:22,27.43062,-82.66838,0,"FB90,FB27,F270,F272,F280,F284","Boats-4, Lines-0, Crab pots-3.",4,0,3,0
44035,10-Mar-14,7701,33,Photo-id (Pop Mon),Photo-id (Pop Mon),17:01,17:06,27.4128,-82.6446,0,F213,"Initially sighted coming off a large yacht wake. Boats-2, Lines-0, Crab pots-4.",2,0,4,1
44036,10-Mar-14,7702,41,Photo-id (Pop Mon),Photo-id (Pop Mon),9:30,9:49,27.35493,-82.55888,0,"C835,B053,B531","SG1- B053, B531 prob feeding and travel. SG2-C835 prob feed. Boats-3, Lines-0, Crab pots-9.",3,0,9,0
44037,10-Mar-14,7702,42,Photo-id (Pop Mon),Photo-id (Pop Mon),9:53,10:01,27.35627,-82.55876,0,"BRAN,BRN1","Boats-1, Lines-0, Crab pots-3.",1,0,3,0
44038,10-Mar-14,7702,43,Photo-id (Pop Mon),Photo-id (Pop Mon),10:09,10:13,27.35371,-82.55775,0,"IKN2,F238","Boats-2, Lines-0, Crab pots-999",2,0,-999,0
44039,10-Mar-14,7702,44,Photo-id (Pop Mon),Photo-id (Pop Mon),10:26,10:35,27.35733,-82.55928,L,"BRAN,BRN1","L = Pontoon boat approached dolphins for photos. Boats-4, lines-3, crab pots-4.",4,3,4,1
44040,10-Mar-14,7702,45,Photo-id (Pop Mon),Photo-id (Pop Mon),11:09,11:16,27.4077,-82.63396,0,"F164,F276,F142,F242,WENT","SG1-F276,F142 SG2-F164, F242, WENT. Boats-1, Lines-2, Crab pots-0.",1,2,0,0
44041,10-Mar-14,7702,46,Photo-id (Pop Mon),Photo-id (Pop Mon),11:58,12:07,27.47981,-82.68035,0,FB10,"Boats-2, lines and crab pots-0.",2,0,0,0
44042,10-Mar-14,7702,47,Photo-id (Pop Mon),Photo-id (Pop Mon),12:14,12:18,27.47189,-82.66441,0,FB07,"Sharking over shallows. No boats, lines or crab pots.",0,0,0,0
44043,10-Mar-14,7702,48,Photo-id (Pop Mon),Photo-id (Pop Mon),13:06,13:14,27.47754,-82.67236,0,F274,"boats-3, lines-999, crab pots-1",3,-999,1,0
44044,10-Mar-14,7702,49,Photo-id (Pop Mon),Photo-id (Pop Mon),13:29,13:35,27.47991,-82.68806,0,"FB07,F278","F278 was acting like a calf. Boats-3, lines-1, crab pots-0.",3,1,0,0
44045,10-Mar-14,7702,50,Photo-id (Pop Mon),Photo-id (Pop Mon),14:35,14:42,27.50866,-82.71145,0,F220,"Dolphins swam past kayak and paddle board, no interaction. Boats-4 (3 kayaks, 1 paddle board), Lines-3, crab pots-0.",4,3,0,1
44046,10-Mar-14,7702,51,Photo-id (Pop Mon),Photo-id (Pop Mon),14:57,15:03,27.50116,-82.70424,0,"FB54,C548","boats-0, lines-1, crab pots-0.",0,1,0,0
44047,10-Mar-14,7702,52,Photo-id (Pop Mon),Photo-id (Pop Mon),15:22,15:28,27.44516,-82.68711,L,"F123,1231","Captain Kim's boat was following dolphins when we arrived. Pontoon boat also followed dolphins. Boats-7 (2 jet skis), lines-5, crab pots-0.",7,5,0,1
44048,10-Mar-14,7702,53,Photo-id (Pop Mon),Photo-id (Pop Mon),15:40,15:47,27.43155,-82.67057,0,"F272,F280","no boats, lines or crab pots.",0,0,0,0
44049,10-Mar-14,7702,54,Photo-id (Pop Mon),Photo-id (Pop Mon),16:40,16:43,27.3898,-82.63236,0,F187,"boats-1, lines-0, crab pots-1.",1,0,1,0
44050,10-Mar-14,7702,55,Photo-id (Pop Mon),Photo-id (Pop Mon),16:53,17:00,27.38466,-82.62531,0,"F131,F159,1317,1593","Couldn't get good look at one mom/calf pair. No boats, lines or crabpots.",0,0,0,0
44051,11-Mar-14,7703,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:53,10:06,27.26055,-82.55473,0,"DAFT,DAF2","boats-2 (1 paddleboard), lines-0, crab pots-5.",2,0,5,1
44052,11-Mar-14,7703,22,Photo-id (Pop Mon),Photo-id (Pop Mon),11:12,11:18,27.08347,-82.45891,0,"F167,1674","boat-1, lines-3, crab pots-27.",1,3,27,0
44053,11-Mar-14,7703,23,Photo-id (Pop Mon),Photo-id (Pop Mon),11:50,11:59,27.11608,-82.46561,0,FB35,"Boats-21 (including 3 rental boats, 4 jet skis, 14 rec boats), lines-3, crab pots-3,  1 cast net",21,4,3,1
44054,11-Mar-14,7703,24,Photo-id (Pop Mon),Photo-id (Pop Mon),12:58,13:05,27.19366,-82.49833,0,"FB25,C258","boats-5, no lines, crab pots-2.",5,0,2,0
44055,11-Mar-14,7703,25,Photo-id (Pop Mon),Photo-id (Pop Mon),13:46,13:54,27.25257,-82.53017,L,"F262,F264","Boats-14 (3 kayaks, 3 jet skis), lines-2, crab pots-0. 3 kayaks following dolphins very closely then stationary as dolphins milling very close. 2 other private rec boats approached very closely, kayaks stayed after sighting ended, starting seawall feeding",14,2,0,1
44056,11-Mar-14,7703,26,Photo-id (Pop Mon),Photo-id (Pop Mon),14:46,14:51,27.31761,-82.54529,0,F211,"boats, lines, crab pots-0.",0,0,0,0
44057,11-Mar-14,7703,27,Photo-id (Pop Mon),Photo-id (Pop Mon),15:35,15:56,27.32163,-82.5743,0,1316,"boats, lines, crab pots-0. Fish in mouth.",0,0,0,0
44059,11-Mar-14,7704,41,Photo-id (Pop Mon),Photo-id (Pop Mon),9:15,9:24,27.33648,-82.56589,0,1316,"12 boats, 3 lines, no crab pots.",12,3,0,0
44060,11-Mar-14,7704,42,Photo-id (Pop Mon),Photo-id (Pop Mon),9:26,9:31,27.34436,-82.56024,0,"F125,F238,1253","no lines, boats or crab pots.",0,0,0,0
44061,11-Mar-14,7704,43,Photo-id (Pop Mon),Photo-id (Pop Mon),9:32,9:39,27.34508,-82.55876,0,"F248,C835","0 boats, 0 lines, 1crabpot.",0,0,1,0
